gencodeId	geneSymbol	median	tissueSiteDetail	entrezGeneId	geneType	chromosome	start	end	strand	tss
ENSG00000071655.17	MBD3	41.2003	Prostate	53615	protein coding	chr19	1573596	1592801	-	1592801
ENSG00000075234.16	TTC38	39.1663	Prostate	55020	protein coding	chr22	46267961	46294008	+	46267961
ENSG00000090316.15	MAEA	42.4273	Prostate	10296	protein coding	chr4	1289851	1340147	+	1289851
ENSG00000090615.14	GOLGA3	27.4082	Prostate	2802	protein coding	chr12	132768909	132828858	-	132828858
ENSG00000099899.14	TRMT2A	45.0476	Prostate	27037	protein coding	chr22	20111866	20117392	-	20117392
ENSG00000100058.12	CRYBB2P1	11.8256	Prostate	1416	transcribed unprocessed pseudogene	chr22	25448105	25520854	+	25448105
ENSG00000100445.17	SDR39U1	45.9342	Prostate	56948	protein coding	chr14	24439766	24442905	-	24442905
ENSG00000103168.16	TAF1C	81.3512	Prostate	9013	protein coding	chr16	84177847	84187070	-	84187070
ENSG00000108556.7	CHRNE	2.29873	Prostate	1145	protein coding	chr17	4897774	4903074	-	4903074
ENSG00000110628.13	SLC22A18	17.1251	Prostate	5002	protein coding	chr11	2899721	2925246	+	2899721
ENSG00000112685.13	EXOC2	13.5308	Prostate	55770	protein coding	chr6	485133	693111	-	693111
ENSG00000113621.14	TXNDC15	33.9532	Prostate	79770	protein coding	chr5	134873803	134901525	+	134873803
ENSG00000113971.19	NPHP3	24.9882	Prostate	27031	protein coding	chr3	132680609	132722442	-	132722442
ENSG00000117480.15	FAAH	114.346	Prostate	2166	protein coding	chr1	46394265	46413848	+	46394265
ENSG00000125637.15	PSD4	19.4229	Prostate	23550	protein coding	chr2	113157325	113209396	+	113157325
ENSG00000125945.14	ZNF436	16.6117	Prostate	80818	protein coding	chr1	23359448	23369442	-	23369442
ENSG00000130758.7	MAP3K10	18.9633	Prostate	4294	protein coding	chr19	40191744	40215575	+	40191744
ENSG00000132031.12	MATN3	2.38641	Prostate	4148	protein coding	chr2	19992111	20012694	-	20012694
ENSG00000133243.8	BTBD2	84.5088	Prostate	55643	protein coding	chr19	1985438	2034881	-	2034881
ENSG00000134375.10	TIMM17A	23.3221	Prostate	10440	protein coding	chr1	201955491	201970661	+	201955491
ENSG00000138750.14	NUP54	23.9955	Prostate	53371	protein coding	chr4	76114659	76148515	-	76148515
ENSG00000139725.7	RHOF	2.96326	Prostate	54509	protein coding	chr12	121777754	121803403	-	121803403
ENSG00000142544.6	CTU1	7.49857	Prostate	90353	protein coding	chr19	51097606	51108370	-	51108370
ENSG00000144559.10	TAMM41	6.97273	Prostate	132001	protein coding	chr3	11790442	11846919	-	11846919
ENSG00000160299.16	PCNT	11.2659	Prostate	5116	protein coding	chr21	46324122	46445769	+	46324122
ENSG00000163468.14	CCT3	101.63	Prostate	7203	protein coding	chr1	156308968	156367873	-	156367873
ENSG00000165392.9	WRN	6.90107	Prostate	7486	protein coding	chr8	31033801	31173769	+	31033801
ENSG00000166946.13	CCNDBP1	50.1436	Prostate	23582	protein coding	chr15	43185118	43197176	+	43185118
ENSG00000167280.16	ENGASE	54.9158	Prostate	64772	protein coding	chr17	79074939	79088599	+	79074939
ENSG00000170802.15	FOXN2	5.63291	Prostate	3344	protein coding	chr2	48314637	48379294	+	48314637
ENSG00000173209.22	AHSA2	91.0169	Prostate	130872	protein coding	chr2	61177418	61191203	+	61177418
ENSG00000175643.8	RMI2	1.70178	Prostate	116028	protein coding	chr16	11249619	11351762	+	11249619
ENSG00000180178.10	FAR2P1	1.97907	Prostate	440905	transcribed unprocessed pseudogene	chr2	129990456	130051131	-	130051131
ENSG00000180398.11	MCFD2	48.4716	Prostate	90411	protein coding	chr2	46901870	46941855	-	46941855
ENSG00000183605.16	SFXN4	32.4443	Prostate	119559	protein coding	chr10	119140767	119165667	-	119165667
ENSG00000184441.4	AP001062.7	15.1952	Prostate		antisense	chr21	44331234	44335851	+	44331234
ENSG00000196378.11	ZNF34	14.874	Prostate	80778	protein coding	chr8	144773114	144787345	-	144787345
ENSG00000197728.9	RPS26	328.425	Prostate	6231	protein coding	chr12	56041853	56044675	+	56041853
ENSG00000198736.11	MSRB1	35.5006	Prostate	51734	protein coding	chr16	1938210	1943326	-	1943326
ENSG00000198744.5	MTCO3P12	17.2531	Prostate		unprocessed pseudogene	chr1	634376	634922	+	634376
ENSG00000198933.9	TBKBP1	23.3997	Prostate	9755	protein coding	chr17	47694081	47712050	+	47694081
ENSG00000228274.3	RP3-508I15.9	3.80145	Prostate		antisense	chr22	38667585	38681820	-	38681820
ENSG00000230305.2	AC004980.9	0.504545	Prostate		unprocessed pseudogene	chr7	76524515	76532692	+	76524515
ENSG00000231240.1	KLF2P1	0.408473	Prostate		processed pseudogene	chr2	130036958	130038422	+	130036958
ENSG00000235381.1	RP11-477D19.2	3.12705	Prostate		antisense	chr6	155253139	155256724	-	155256724
ENSG00000275066.4	SYNRG	13.4799	Prostate	11276	protein coding	chr17	37514797	37609496	-	37609496
ENSG00000276791.1	CTD-2270P14.5	1.89088	Prostate		lincRNA	chr16	2777319	2780568	+	2777319
ENSG00000281501.1	SEPSECS-AS1	1.35608	Prostate		antisense	chr4	25160641	25201440	+	25160641
ENSG00000005156.11	LIG3	13.3602	Skin - Not Sun Exposed (Suprapubic)	3980	protein coding	chr17	34980494	35009743	+	34980494
ENSG00000005801.16	ZNF195	5.9816	Skin - Not Sun Exposed (Suprapubic)	7748	protein coding	chr11	3339261	3379222	-	3379222
ENSG00000013306.15	SLC25A39	103.069	Skin - Not Sun Exposed (Suprapubic)	51629	protein coding	chr17	44319625	44324870	-	44324870
ENSG00000013374.15	NUB1	31.6407	Skin - Not Sun Exposed (Suprapubic)	51667	protein coding	chr7	151341699	151378449	+	151341699
ENSG00000035115.21	SH3YL1	15.4385	Skin - Not Sun Exposed (Suprapubic)	26751	protein coding	chr2	217730	266398	-	266398
ENSG00000037474.14	NSUN2	52.6413	Skin - Not Sun Exposed (Suprapubic)	54888	protein coding	chr5	6599239	6633291	-	6633291
ENSG00000070501.11	POLB	13.9342	Skin - Not Sun Exposed (Suprapubic)	5423	protein coding	chr8	42338454	42371808	+	42338454
ENSG00000071894.16	CPSF1	69.0107	Skin - Not Sun Exposed (Suprapubic)	29894	protein coding	chr8	144393229	144409349	-	144409349
ENSG00000079616.12	KIF22	34.7967	Skin - Not Sun Exposed (Suprapubic)	3835	protein coding	chr16	29790719	29805385	+	29790719
ENSG00000084072.16	PPIE	14.2718	Skin - Not Sun Exposed (Suprapubic)	10450	protein coding	chr1	39692182	39763914	+	39692182
ENSG00000088038.17	CNOT3	30.516	Skin - Not Sun Exposed (Suprapubic)	4849	protein coding	chr19	54137728	54155681	+	54137728
ENSG00000090238.11	YPEL3	89.7612	Skin - Not Sun Exposed (Suprapubic)	83719	protein coding	chr16	30092314	30096915	-	30096915
ENSG00000092096.16	SLC22A17	28.034	Skin - Not Sun Exposed (Suprapubic)	51310	protein coding	chr14	23346306	23352912	-	23352912
ENSG00000099957.16	P2RX6	0.522144	Skin - Not Sun Exposed (Suprapubic)	9127	protein coding	chr22	21009808	21028830	+	21009808
ENSG00000100023.18	PPIL2	29.0287	Skin - Not Sun Exposed (Suprapubic)	23759	protein coding	chr22	21666009	21700015	+	21666009
ENSG00000100029.17	PES1	47.7553	Skin - Not Sun Exposed (Suprapubic)	23481	protein coding	chr22	30576625	30607083	-	30607083
ENSG00000100151.15	PICK1	39.7735	Skin - Not Sun Exposed (Suprapubic)	9463	protein coding	chr22	38056311	38075701	+	38056311
ENSG00000100296.13	THOC5	9.05007	Skin - Not Sun Exposed (Suprapubic)	8563	protein coding	chr22	29505879	29555216	-	29555216
ENSG00000100441.9	KHNYN	37.3022	Skin - Not Sun Exposed (Suprapubic)	23351	protein coding	chr14	24429286	24441834	+	24429286
ENSG00000101236.16	RNF24	14.0479	Skin - Not Sun Exposed (Suprapubic)	11237	protein coding	chr20	3927309	4015582	-	4015582
ENSG00000101407.12	TTI1	11.6859	Skin - Not Sun Exposed (Suprapubic)	9675	protein coding	chr20	37983007	38033468	-	38033468
ENSG00000101596.14	SMCHD1	13.8518	Skin - Not Sun Exposed (Suprapubic)	23347	protein coding	chr18	2655738	2805017	+	2655738
ENSG00000101639.18	CEP192	7.61701	Skin - Not Sun Exposed (Suprapubic)	55125	protein coding	chr18	12991362	13125052	+	12991362
ENSG00000102910.13	LONP2	26.9881	Skin - Not Sun Exposed (Suprapubic)	83752	protein coding	chr16	48244296	48363122	+	48244296
ENSG00000103168.16	TAF1C	51.1479	Skin - Not Sun Exposed (Suprapubic)	9013	protein coding	chr16	84177847	84187070	-	84187070
ENSG00000103249.17	CLCN7	33.1513	Skin - Not Sun Exposed (Suprapubic)	1186	protein coding	chr16	1444934	1475580	-	1475580
ENSG00000104886.11	PLEKHJ1	49.4846	Skin - Not Sun Exposed (Suprapubic)	55111	protein coding	chr19	2230084	2237704	-	2237704
ENSG00000104960.15	PTOV1	41.6655	Skin - Not Sun Exposed (Suprapubic)	53635	protein coding	chr19	49850735	49860744	+	49850735
ENSG00000105364.13	MRPL4	44.8448	Skin - Not Sun Exposed (Suprapubic)	51073	protein coding	chr19	10251901	10260045	+	10251901
ENSG00000105429.12	MEGF8	9.08128	Skin - Not Sun Exposed (Suprapubic)	1954	protein coding	chr19	42325609	42378769	+	42325609
ENSG00000105520.10	PLPPR2	37.547	Skin - Not Sun Exposed (Suprapubic)	64748	protein coding	chr19	11355386	11365698	+	11355386
ENSG00000108219.14	TSPAN14	23.9444	Skin - Not Sun Exposed (Suprapubic)	81619	protein coding	chr10	80454166	80533123	+	80454166
ENSG00000108556.7	CHRNE	6.29596	Skin - Not Sun Exposed (Suprapubic)	1145	protein coding	chr17	4897774	4903074	-	4903074
ENSG00000110628.13	SLC22A18	20.2092	Skin - Not Sun Exposed (Suprapubic)	5002	protein coding	chr11	2899721	2925246	+	2899721
ENSG00000111664.10	GNB3	2.44531	Skin - Not Sun Exposed (Suprapubic)	2784	protein coding	chr12	6839954	6847393	+	6839954
ENSG00000112159.11	MDN1	14.3928	Skin - Not Sun Exposed (Suprapubic)	23195	protein coding	chr6	89642499	89819723	-	89819723
ENSG00000113621.14	TXNDC15	17.5007	Skin - Not Sun Exposed (Suprapubic)	79770	protein coding	chr5	134873803	134901525	+	134873803
ENSG00000113971.19	NPHP3	18.9003	Skin - Not Sun Exposed (Suprapubic)	27031	protein coding	chr3	132680609	132722442	-	132722442
ENSG00000115073.7	ACTR1B	75.2297	Skin - Not Sun Exposed (Suprapubic)	10120	protein coding	chr2	97655963	97664107	-	97664107
ENSG00000115255.10	REEP6	12.5083	Skin - Not Sun Exposed (Suprapubic)	92840	protein coding	chr19	1490747	1497927	+	1490747
ENSG00000115446.11	UNC50	28.1623	Skin - Not Sun Exposed (Suprapubic)	25972	protein coding	chr2	98608579	98618515	+	98608579
ENSG00000115649.15	CNPPD1	81.9449	Skin - Not Sun Exposed (Suprapubic)	27013	protein coding	chr2	219171897	219178106	-	219178106
ENSG00000117335.19	CD46	54.1353	Skin - Not Sun Exposed (Suprapubic)	4179	protein coding	chr1	207752057	207795513	+	207752057
ENSG00000117533.14	VAMP4	16.1485	Skin - Not Sun Exposed (Suprapubic)	8674	protein coding	chr1	171700160	171742247	-	171742247
ENSG00000117640.17	MTFR1L	32.9158	Skin - Not Sun Exposed (Suprapubic)	56181	protein coding	chr1	25818640	25832942	+	25818640
ENSG00000117862.11	TXNDC12	24.8458	Skin - Not Sun Exposed (Suprapubic)	51060	protein coding	chr1	52020131	52056171	-	52056171
ENSG00000118004.17	COLEC11	0.312811	Skin - Not Sun Exposed (Suprapubic)	78989	protein coding	chr2	3594832	3644644	+	3594832
ENSG00000119227.7	PIGZ	7.8774	Skin - Not Sun Exposed (Suprapubic)	80235	protein coding	chr3	196946343	196969060	-	196969060
ENSG00000122965.10	RBM19	18.8344	Skin - Not Sun Exposed (Suprapubic)	9904	protein coding	chr12	113816738	113966371	-	113966371
ENSG00000124074.11	ENKD1	24.4	Skin - Not Sun Exposed (Suprapubic)	84080	protein coding	chr16	67662945	67667265	-	67667265
ENSG00000125844.15	RRBP1	49.1639	Skin - Not Sun Exposed (Suprapubic)	6238	protein coding	chr20	17613678	17682295	-	17682295
ENSG00000126461.14	SCAF1	43.4799	Skin - Not Sun Exposed (Suprapubic)	58506	protein coding	chr19	49642125	49658642	+	49642125
ENSG00000127838.13	PNKD	15.3737	Skin - Not Sun Exposed (Suprapubic)	25953	protein coding	chr2	218270392	218346793	+	218270392
ENSG00000127948.15	POR	41.5919	Skin - Not Sun Exposed (Suprapubic)	5447	protein coding	chr7	75899200	75986855	+	75899200
ENSG00000129925.10	TMEM8A	12.0026	Skin - Not Sun Exposed (Suprapubic)	58986	protein coding	chr16	370773	387113	-	387113
ENSG00000129946.10	SHC2	25.4175	Skin - Not Sun Exposed (Suprapubic)	25759	protein coding	chr19	416583	460996	-	460996
ENSG00000130363.11	RSPH3	5.08379	Skin - Not Sun Exposed (Suprapubic)	83861	protein coding	chr6	158972871	159000187	-	159000187
ENSG00000131669.9	NINJ1	62.5638	Skin - Not Sun Exposed (Suprapubic)	4814	protein coding	chr9	93121489	93134288	-	93134288
ENSG00000132740.8	IGHMBP2	15.3774	Skin - Not Sun Exposed (Suprapubic)	3508	protein coding	chr11	68903842	68940602	+	68903842
ENSG00000134759.13	ELP2	20.056	Skin - Not Sun Exposed (Suprapubic)	55250	protein coding	chr18	36129444	36180556	+	36129444
ENSG00000135052.16	GOLM1	13.4382	Skin - Not Sun Exposed (Suprapubic)	51280	protein coding	chr9	86026146	86100173	-	86100173
ENSG00000135744.7	AGT	1.16362	Skin - Not Sun Exposed (Suprapubic)	183	protein coding	chr1	230702523	230714297	-	230714297
ENSG00000136003.15	ISCU	74.6927	Skin - Not Sun Exposed (Suprapubic)	23479	protein coding	chr12	108562582	108569384	+	108562582
ENSG00000137074.18	APTX	21.9779	Skin - Not Sun Exposed (Suprapubic)	54840	protein coding	chr9	32972606	33025168	-	33025168
ENSG00000137288.9	UQCC2	22.2417	Skin - Not Sun Exposed (Suprapubic)	84300	protein coding	chr6	33694293	33711727	-	33711727
ENSG00000140043.11	PTGR2	6.88893	Skin - Not Sun Exposed (Suprapubic)	145482	protein coding	chr14	73851844	73886827	+	73851844
ENSG00000140400.16	MAN2C1	71.4579	Skin - Not Sun Exposed (Suprapubic)	4123	protein coding	chr15	75355207	75368630	-	75368630
ENSG00000141551.14	CSNK1D	60.4323	Skin - Not Sun Exposed (Suprapubic)	1453	protein coding	chr17	82239023	82273731	-	82273731
ENSG00000142677.3	IL22RA1	60.9267	Skin - Not Sun Exposed (Suprapubic)	58985	protein coding	chr1	24119771	24143121	-	24143121
ENSG00000143434.15	SEMA6C	12.2128	Skin - Not Sun Exposed (Suprapubic)	10500	protein coding	chr1	151131685	151146664	-	151146664
ENSG00000143776.18	CDC42BPA	5.70157	Skin - Not Sun Exposed (Suprapubic)	8476	protein coding	chr1	226989865	227318474	-	227318474
ENSG00000145416.13	MARCH1	3.20286	Skin - Not Sun Exposed (Suprapubic)	55016	protein coding	chr4	163524298	164384050	-	164384050
ENSG00000146067.15	FAM193B	72.6607	Skin - Not Sun Exposed (Suprapubic)	54540	protein coding	chr5	177519788	177554541	-	177554541
ENSG00000146707.14	POMZP3	18.3187	Skin - Not Sun Exposed (Suprapubic)	22932	protein coding	chr7	76609986	76627261	-	76627261
ENSG00000146857.3	STRA8	0.515912	Skin - Not Sun Exposed (Suprapubic)	346673	protein coding	chr7	135231979	135258492	+	135231979
ENSG00000148484.17	RSU1	27.2907	Skin - Not Sun Exposed (Suprapubic)	6251	protein coding	chr10	16590611	16817528	-	16817528
ENSG00000148824.18	MTG1	36.0254	Skin - Not Sun Exposed (Suprapubic)	92170	protein coding	chr10	133394094	133421307	+	133394094
ENSG00000151208.16	DLG5	46.9061	Skin - Not Sun Exposed (Suprapubic)	9231	protein coding	chr10	77790791	77926526	-	77926526
ENSG00000152253.8	SPC25	1.17852	Skin - Not Sun Exposed (Suprapubic)	57405	protein coding	chr2	168834132	168913371	-	168913371
ENSG00000152254.10	G6PC2	0.0344465	Skin - Not Sun Exposed (Suprapubic)	57818	protein coding	chr2	168901240	168910000	+	168901240
ENSG00000155393.12	HEATR3	10.8483	Skin - Not Sun Exposed (Suprapubic)	55027	protein coding	chr16	50065941	50106387	+	50065941
ENSG00000156171.14	DRAM2	23.0553	Skin - Not Sun Exposed (Suprapubic)	128338	protein coding	chr1	111117333	111140216	-	111140216
ENSG00000156261.12	CCT8	94.2134	Skin - Not Sun Exposed (Suprapubic)	10694	protein coding	chr21	29055805	29073797	-	29073797
ENSG00000156931.15	VPS8	12.8708	Skin - Not Sun Exposed (Suprapubic)	23355	protein coding	chr3	184812143	185052614	+	184812143
ENSG00000157827.19	FMNL2	12.9432	Skin - Not Sun Exposed (Suprapubic)	114793	protein coding	chr2	152335237	152649834	+	152335237
ENSG00000158023.9	WDR66	2.69489	Skin - Not Sun Exposed (Suprapubic)	144406	protein coding	chr12	121917862	122003927	+	121917862
ENSG00000158623.14	COPG2	22.379	Skin - Not Sun Exposed (Suprapubic)	26958	protein coding	chr7	130506238	130668748	-	130668748
ENSG00000158864.12	NDUFS2	69.273	Skin - Not Sun Exposed (Suprapubic)	4720	protein coding	chr1	161197104	161214395	+	161197104
ENSG00000160075.11	SSU72	47.1836	Skin - Not Sun Exposed (Suprapubic)	29101	protein coding	chr1	1541673	1574869	-	1574869
ENSG00000160305.17	DIP2A	21.0753	Skin - Not Sun Exposed (Suprapubic)	23181	protein coding	chr21	46458899	46569852	+	46458899
ENSG00000160551.11	TAOK1	17.8965	Skin - Not Sun Exposed (Suprapubic)	57551	protein coding	chr17	29390464	29551904	+	29390464
ENSG00000161513.11	FDXR	19.3647	Skin - Not Sun Exposed (Suprapubic)	2232	protein coding	chr17	74862497	74873031	-	74873031
ENSG00000161996.18	WDR90	13.8861	Skin - Not Sun Exposed (Suprapubic)	197335	protein coding	chr16	649311	667833	+	649311
ENSG00000162063.12	CCNF	5.87564	Skin - Not Sun Exposed (Suprapubic)	899	protein coding	chr16	2429394	2458854	+	2429394
ENSG00000162994.15	CLHC1	2.28108	Skin - Not Sun Exposed (Suprapubic)	130162	protein coding	chr2	55174791	55232563	-	55232563
ENSG00000163945.15	UVSSA	11.4481	Skin - Not Sun Exposed (Suprapubic)	57654	protein coding	chr4	1347266	1388049	+	1347266
ENSG00000164048.13	ZNF589	13.4845	Skin - Not Sun Exposed (Suprapubic)	51385	protein coding	chr3	48241100	48299253	+	48241100
ENSG00000164050.12	PLXNB1	91.7961	Skin - Not Sun Exposed (Suprapubic)	5364	protein coding	chr3	48403854	48430051	-	48430051
ENSG00000164054.15	SHISA5	43.5294	Skin - Not Sun Exposed (Suprapubic)	51246	protein coding	chr3	48467798	48504826	-	48504826
ENSG00000164307.12	ERAP1	15.912	Skin - Not Sun Exposed (Suprapubic)	51752	protein coding	chr5	96760810	96808100	-	96808100
ENSG00000164880.15	INTS1	40.8167	Skin - Not Sun Exposed (Suprapubic)	26173	protein coding	chr7	1470277	1504367	-	1504367
ENSG00000165392.9	WRN	9.31785	Skin - Not Sun Exposed (Suprapubic)	7486	protein coding	chr8	31033801	31173769	+	31033801
ENSG00000165689.16	SDCCAG3	31.2782	Skin - Not Sun Exposed (Suprapubic)	10807	protein coding	chr9	136401922	136410609	-	136410609
ENSG00000165914.14	TTC7B	1.71401	Skin - Not Sun Exposed (Suprapubic)	145567	protein coding	chr14	90524564	90816479	-	90816479
ENSG00000167670.15	CHAF1A	13.4928	Skin - Not Sun Exposed (Suprapubic)	10036	protein coding	chr19	4402662	4445018	+	4402662
ENSG00000167693.16	NXN	26.3938	Skin - Not Sun Exposed (Suprapubic)	64359	protein coding	chr17	799313	979770	-	979770
ENSG00000169217.8	CD2BP2	38.7928	Skin - Not Sun Exposed (Suprapubic)	10421	protein coding	chr16	30350766	30355361	-	30355361
ENSG00000169967.16	MAP3K2	17.5494	Skin - Not Sun Exposed (Suprapubic)	10746	protein coding	chr2	127298730	127388465	-	127388465
ENSG00000170468.7	RIOX1	6.23658	Skin - Not Sun Exposed (Suprapubic)	79697	protein coding	chr14	73490964	73493392	+	73490964
ENSG00000171298.12	GAA	33.9089	Skin - Not Sun Exposed (Suprapubic)	2548	protein coding	chr17	80101556	80119879	+	80101556
ENSG00000171574.17	ZNF584	12.0774	Skin - Not Sun Exposed (Suprapubic)	201514	protein coding	chr19	58401504	58418327	+	58401504
ENSG00000172244.8	C5orf34	2.18019	Skin - Not Sun Exposed (Suprapubic)	375444	protein coding	chr5	43486701	43515145	-	43515145
ENSG00000172366.19	MCRIP2	6.41255	Skin - Not Sun Exposed (Suprapubic)	84331	protein coding	chr16	636817	648474	+	636817
ENSG00000173193.13	PARP14	8.34405	Skin - Not Sun Exposed (Suprapubic)	54625	protein coding	chr3	122680618	122730840	+	122680618
ENSG00000173327.7	MAP3K11	43.428	Skin - Not Sun Exposed (Suprapubic)	4296	protein coding	chr11	65597755	65615382	-	65615382
ENSG00000173457.10	PPP1R14B	112.289	Skin - Not Sun Exposed (Suprapubic)	26472	protein coding	chr11	64244480	64246941	-	64246941
ENSG00000174373.16	RALGAPA1	9.78537	Skin - Not Sun Exposed (Suprapubic)	253959	protein coding	chr14	35538352	35809304	-	35809304
ENSG00000174788.9	PCP2	7.51353	Skin - Not Sun Exposed (Suprapubic)	126006	protein coding	chr19	7631611	7633748	-	7633748
ENSG00000174996.11	KLC2	17.2454	Skin - Not Sun Exposed (Suprapubic)	64837	protein coding	chr11	66257294	66267860	+	66257294
ENSG00000175147.11	TMEM51-AS1	1.02751	Skin - Not Sun Exposed (Suprapubic)	200197	antisense	chr1	15111815	15152464	-	15152464
ENSG00000175309.14	PHYKPL	14.0536	Skin - Not Sun Exposed (Suprapubic)	85007	protein coding	chr5	178208497	178232791	-	178232791
ENSG00000175315.2	CST6	706.162	Skin - Not Sun Exposed (Suprapubic)	1474	protein coding	chr11	66011841	66013505	+	66011841
ENSG00000175899.14	A2M	79.8677	Skin - Not Sun Exposed (Suprapubic)	2	protein coding	chr12	9067664	9116229	-	9116229
ENSG00000176124.11	DLEU1	0.596431	Skin - Not Sun Exposed (Suprapubic)	10301	protein coding	chr13	50082171	50723236	+	50082171
ENSG00000177030.16	DEAF1	21.5854	Skin - Not Sun Exposed (Suprapubic)	10522	protein coding	chr11	644233	706715	-	706715
ENSG00000177885.13	GRB2	45.9673	Skin - Not Sun Exposed (Suprapubic)	2885	protein coding	chr17	75318076	75405709	-	75405709
ENSG00000178381.11	ZFAND2A	19.9993	Skin - Not Sun Exposed (Suprapubic)	90637	protein coding	chr7	1152071	1160759	-	1160759
ENSG00000179406.7	LINC00174	9.42354	Skin - Not Sun Exposed (Suprapubic)		processed transcript	chr7	66376044	66493566	-	66493566
ENSG00000181523.12	SGSH	35.5993	Skin - Not Sun Exposed (Suprapubic)	6448	protein coding	chr17	80206716	80220923	-	80220923
ENSG00000182013.17	PNMAL1	1.27451	Skin - Not Sun Exposed (Suprapubic)	55228	protein coding	chr19	46466491	46471563	-	46471563
ENSG00000182263.13	FIGN	1.52395	Skin - Not Sun Exposed (Suprapubic)	55137	protein coding	chr2	163593396	163736012	-	163736012
ENSG00000182325.10	FBXL6	25.8523	Skin - Not Sun Exposed (Suprapubic)	26233	protein coding	chr8	144355431	144359376	-	144359376
ENSG00000182986.12	ZNF320	4.57208	Skin - Not Sun Exposed (Suprapubic)	162967	protein coding	chr19	52863790	52897693	-	52897693
ENSG00000183060.15	LYSMD4	15.0279	Skin - Not Sun Exposed (Suprapubic)	145748	protein coding	chr15	99715697	99733561	-	99733561
ENSG00000183172.8	SMDT1	60.2313	Skin - Not Sun Exposed (Suprapubic)	91689	protein coding	chr22	42079691	42084284	+	42079691
ENSG00000183323.12	CCDC125	5.47311	Skin - Not Sun Exposed (Suprapubic)	202243	protein coding	chr5	69280175	69332809	-	69332809
ENSG00000183431.11	SF3A3	32.138	Skin - Not Sun Exposed (Suprapubic)	10946	protein coding	chr1	37956975	37990921	-	37990921
ENSG00000183605.16	SFXN4	16.7696	Skin - Not Sun Exposed (Suprapubic)	119559	protein coding	chr10	119140767	119165667	-	119165667
ENSG00000184381.18	PLA2G6	23.3482	Skin - Not Sun Exposed (Suprapubic)	8398	protein coding	chr22	38111495	38205690	-	38205690
ENSG00000184517.11	ZFP1	3.66888	Skin - Not Sun Exposed (Suprapubic)	162239	protein coding	chr16	75148492	75172236	+	75148492
ENSG00000185324.21	CDK10	35.335	Skin - Not Sun Exposed (Suprapubic)	8558	protein coding	chr16	89680737	89696364	+	89680737
ENSG00000185989.10	RASA3	18.9964	Skin - Not Sun Exposed (Suprapubic)	22821	protein coding	chr13	113977783	114132611	-	114132611
ENSG00000188690.12	UROS	8.89781	Skin - Not Sun Exposed (Suprapubic)	7390	protein coding	chr10	125784980	125823248	-	125823248
ENSG00000196123.12	KIAA0895L	20.803	Skin - Not Sun Exposed (Suprapubic)	653319	protein coding	chr16	67175602	67184040	-	67184040
ENSG00000196141.13	SPATS2L	14.7149	Skin - Not Sun Exposed (Suprapubic)	26010	protein coding	chr2	200305881	200482263	+	200305881
ENSG00000196177.12	ACADSB	15.8304	Skin - Not Sun Exposed (Suprapubic)	36	protein coding	chr10	123008979	123058311	+	123008979
ENSG00000196655.11	TRAPPC4	32.3429	Skin - Not Sun Exposed (Suprapubic)	51399	protein coding	chr11	119018432	119025454	+	119018432
ENSG00000197608.11	ZNF841	12.896	Skin - Not Sun Exposed (Suprapubic)	284371	protein coding	chr19	52064466	52095765	-	52095765
ENSG00000197728.9	RPS26	383.377	Skin - Not Sun Exposed (Suprapubic)	6231	protein coding	chr12	56041853	56044675	+	56041853
ENSG00000197782.14	ZNF780A	2.09253	Skin - Not Sun Exposed (Suprapubic)	284323	protein coding	chr19	40069152	40090938	-	40090938
ENSG00000197948.10	FCHSD1	24.0749	Skin - Not Sun Exposed (Suprapubic)	89848	protein coding	chr5	141639302	141651419	-	141651419
ENSG00000198015.12	MRPL42	5.47692	Skin - Not Sun Exposed (Suprapubic)	28977	protein coding	chr12	93467488	93516213	+	93467488
ENSG00000198677.10	TTC37	43.6988	Skin - Not Sun Exposed (Suprapubic)	9652	protein coding	chr5	95463895	95555007	-	95555007
ENSG00000198912.10	C1orf174	16.998	Skin - Not Sun Exposed (Suprapubic)	339448	protein coding	chr1	3889125	3900293	-	3900293
ENSG00000203875.10	SNHG5	124.783	Skin - Not Sun Exposed (Suprapubic)	387066	processed transcript	chr6	85660950	85678736	-	85678736
ENSG00000204410.14	MSH5	9.36312	Skin - Not Sun Exposed (Suprapubic)	4439	protein coding	chr6	31739948	31762834	+	31739948
ENSG00000204792.2	LINC01291	1.16088	Skin - Not Sun Exposed (Suprapubic)	102724515	lincRNA	chr2	74918148	74938418	+	74918148
ENSG00000205352.10	PRR13	72.3203	Skin - Not Sun Exposed (Suprapubic)	54458	protein coding	chr12	53441605	53446645	+	53441605
ENSG00000211454.13	AKR7L	1.74212	Skin - Not Sun Exposed (Suprapubic)	246181	polymorphic pseudogene	chr1	19265982	19274194	-	19274194
ENSG00000211456.10	SACM1L	20.4893	Skin - Not Sun Exposed (Suprapubic)	22908	protein coding	chr3	45689056	45745424	+	45689056
ENSG00000212643.2	ZRSR1	2.25817	Skin - Not Sun Exposed (Suprapubic)		protein coding	chr5	112891422	112893094	+	112891422
ENSG00000212743.2	RP11-563J2.3	0.812037	Skin - Not Sun Exposed (Suprapubic)		lincRNA	chr10	6350316	6352762	+	6350316
ENSG00000214174.8	AMZ2P1	5.93613	Skin - Not Sun Exposed (Suprapubic)	201283	transcribed unprocessed pseudogene	chr17	64966550	64975576	-	64975576
